date,campaign_name,ad_set_name,placement,age,gender,region,impressions,reach,clicks,cost,user_id,conversions,revenue,purchase_roas,cpc,ctr
2024-07-02 14:07:22.323296,Brand Awareness,Set 2,Stories,25-34,Female,Florida,4614,4503,238,121.73,UID318,7,743.78,6.11,0.51,0.0516
2024-08-24 14:07:22.323296,Product Launch,Set 3,Stories,18-24,Male,Illinois,2071,1228,88,61.23,UID26,1,80.72,1.32,0.7,0.0425
2024-07-24 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Female,Florida,5866,3610,197,187.1,UID364,7,465.21,2.49,0.95,0.0336
2024-09-10 14:07:22.323296,Product Launch,Set 1,Marketplace,55-64,Male,California,5371,3180,164,250.09,UID343,6,407.86,1.63,1.52,0.0305
2024-08-31 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Female,New York,3583,2986,148,121.1,UID107,4,354.09,2.92,0.82,0.0413
2024-08-03 14:07:22.323296,Holiday Sale,Set 2,Marketplace,45-54,Female,Illinois,5383,3009,176,132.21,UID242,6,482.03,3.65,0.75,0.0327
2024-06-19 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Male,Florida,9489,5749,320,228.85,UID328,7,488.2,2.13,0.72,0.0337
2024-08-07 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Male,New York,6347,5113,133,207.13,UID111,5,466.89,2.25,1.56,0.021
2024-09-08 14:07:22.323296,Brand Awareness,Set 2,Marketplace,35-44,Male,Texas,2623,2482,67,88.19,UID19,2,222.36,2.52,1.32,0.0255
2024-08-11 14:07:22.323296,Holiday Sale,Set 1,Marketplace,25-34,Female,Florida,4660,2494,159,149.07,UID86,4,154.59,1.04,0.94,0.0341
2024-07-06 14:07:22.323296,Brand Awareness,Set 3,Feed,45-54,Female,Illinois,3190,2560,100,167.59,UID106,3,262.85,1.57,1.68,0.0313
2024-08-27 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Male,California,4742,3030,38,93.03,UID111,1,82.5,0.89,2.45,0.008
2024-09-12 14:07:22.323296,Brand Awareness,Set 3,Feed,25-34,Male,New York,3877,3509,184,219.84,UID90,5,385.68,1.75,1.19,0.0475
2024-09-01 14:07:22.323296,Product Launch,Set 2,Video Feeds,45-54,Male,New York,7890,4753,304,380.41,UID214,10,603.63,1.59,1.25,0.0385
2024-07-22 14:07:22.323296,Holiday Sale,Set 2,Stories,55-64,Male,California,5581,3009,92,77.92,UID158,3,173.43,2.23,0.85,0.0165
2024-08-02 14:07:22.323296,Holiday Sale,Set 3,Marketplace,45-54,Male,Illinois,3681,1914,129,110.75,UID252,4,301.21,2.72,0.86,0.035
2024-06-15 14:07:22.323296,Holiday Sale,Set 1,Feed,18-24,Female,Texas,4675,2396,400,133.46,UID11,9,526.78,3.95,0.33,0.0856
2024-08-31 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,35-44,Female,California,6840,3275,376,217.86,UID492,12,815.87,3.74,0.58,0.055
2024-07-20 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Male,Texas,5421,2736,195,292.09,UID187,7,455.36,1.56,1.5,0.036
2024-07-12 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Male,Illinois,4470,3727,126,67.76,UID162,3,322.48,4.76,0.54,0.0282
2024-07-19 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Female,Florida,3633,3092,61,118.87,UID66,2,164.92,1.39,1.95,0.0168
2024-08-13 14:07:22.323296,Holiday Sale,Set 1,Feed,55-64,Male,Florida,7630,3972,394,333.45,UID497,16,681.01,2.04,0.85,0.0516
2024-08-15 14:07:22.323296,Brand Awareness,Set 2,Stories,35-44,Male,Illinois,3867,3461,74,57.7,UID494,2,132.59,2.3,0.78,0.0191
2024-09-09 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Male,Texas,2175,1741,104,117.29,UID455,3,247.6,2.11,1.13,0.0478
2024-07-30 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,25-34,Male,California,5218,2818,103,87.38,UID26,3,153.6,1.76,0.85,0.0197
2024-09-05 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Female,Illinois,7317,6839,155,160.56,UID410,4,324.57,2.02,1.04,0.0212
2024-09-04 14:07:22.323296,Holiday Sale,Set 1,Feed,18-24,Male,Illinois,8781,5067,446,532.59,UID90,10,749.56,1.41,1.19,0.0508
2024-09-01 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Female,Florida,3385,2225,52,52.37,UID319,1,67.48,1.29,1.01,0.0154
2024-08-14 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Female,California,15000,5385,1026,466.08,UID259,24,1238.84,2.66,0.45,0.0684
2024-08-18 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Female,Florida,6307,3987,266,183.65,UID82,6,311.65,1.7,0.69,0.0422
2024-09-11 14:07:22.323296,Brand Awareness,Set 3,Stories,45-54,Female,Texas,3267,3010,218,288.52,UID147,8,570.72,1.98,1.32,0.0667
2024-07-10 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,55-64,Male,Texas,3577,3459,19,25.39,UID176,0,0.0,0.0,1.34,0.0053
2024-07-19 14:07:22.323296,Product Launch,Set 3,Feed,18-24,Female,New York,4902,4032,91,66.67,UID9,1,112.49,1.69,0.73,0.0186
2024-08-10 14:07:22.323296,Product Launch,Set 3,Video Feeds,35-44,Male,Illinois,6751,3951,313,317.81,UID21,9,634.52,2.0,1.02,0.0464
2024-09-01 14:07:22.323296,Holiday Sale,Set 1,Marketplace,55-64,Male,California,6427,3113,242,226.07,UID295,9,485.91,2.15,0.93,0.0377
2024-08-16 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Female,California,5400,4060,220,380.15,UID278,7,491.93,1.29,1.73,0.0407
2024-06-18 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Male,Florida,5816,4752,127,201.44,UID71,3,321.75,1.6,1.59,0.0218
2024-09-01 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Male,Florida,3401,3216,49,43.59,UID393,2,166.61,3.82,0.89,0.0144
2024-07-26 14:07:22.323296,Product Launch,Set 1,Video Feeds,18-24,Female,California,5343,3133,211,216.59,UID79,4,386.77,1.79,1.03,0.0395
2024-07-29 14:07:22.323296,Product Launch,Set 1,Marketplace,35-44,Female,Florida,5589,4388,131,121.07,UID480,3,275.43,2.27,0.92,0.0234
2024-07-23 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Female,New York,4202,3111,121,134.55,UID214,4,353.4,2.63,1.11,0.0288
2024-08-18 14:07:22.323296,Product Launch,Set 1,Marketplace,25-34,Male,Illinois,5697,3737,270,298.84,UID1,7,495.12,1.66,1.11,0.0474
2024-07-06 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,35-44,Male,New York,2963,2935,60,75.09,UID59,2,239.07,3.18,1.25,0.0202
2024-06-25 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Female,Texas,5469,3912,183,127.86,UID117,5,659.4,5.16,0.7,0.0335
2024-07-21 14:07:22.323296,Product Launch,Set 1,Stories,45-54,Female,California,3802,2550,88,127.05,UID256,2,153.5,1.21,1.44,0.0231
2024-09-12 14:07:22.323296,Product Launch,Set 1,Video Feeds,55-64,Male,New York,5617,3395,179,206.75,UID418,7,443.57,2.15,1.16,0.0319
2024-08-04 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,18-24,Male,New York,6472,4125,307,234.57,UID316,7,453.06,1.93,0.76,0.0474
2024-08-11 14:07:22.323296,Holiday Sale,Set 3,Feed,45-54,Female,Florida,4455,2705,170,141.18,UID206,6,223.62,1.58,0.83,0.0382
2024-08-30 14:07:22.323296,Holiday Sale,Set 1,Feed,35-44,Male,Florida,9649,6047,340,347.61,UID268,10,635.07,1.83,1.02,0.0352
2024-06-21 14:07:22.323296,Holiday Sale,Set 1,Feed,55-64,Male,Florida,9861,5641,283,394.38,UID238,12,960.86,2.44,1.39,0.0287
2024-06-22 14:07:22.323296,Holiday Sale,Set 1,Stories,25-34,Female,Texas,3927,2113,142,153.27,UID353,3,162.03,1.06,1.08,0.0362
2024-08-04 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Female,New York,5198,3642,200,224.03,UID380,8,849.66,3.79,1.12,0.0385
2024-07-07 14:07:22.323296,Product Launch,Set 1,Marketplace,55-64,Male,Illinois,4579,2989,119,297.04,UID286,4,448.16,1.51,2.5,0.026
2024-09-12 14:07:22.323296,Brand Awareness,Set 1,Stories,35-44,Male,Florida,2989,2553,86,90.7,UID404,2,154.15,1.7,1.05,0.0288
2024-06-23 14:07:22.323296,Holiday Sale,Set 3,Feed,18-24,Male,Texas,6828,4093,572,196.99,UID431,13,834.07,4.23,0.34,0.0838
2024-07-30 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Male,Texas,7875,4035,92,94.67,UID269,3,190.62,2.01,1.03,0.0117
2024-07-22 14:07:22.323296,Product Launch,Set 2,Video Feeds,55-64,Female,Florida,5089,3145,90,100.53,UID186,3,302.8,3.01,1.12,0.0177
2024-06-27 14:07:22.323296,Brand Awareness,Set 3,Stories,18-24,Male,California,3454,2626,195,129.07,UID254,4,408.11,3.16,0.66,0.0565
2024-06-21 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Female,New York,8991,4832,541,307.28,UID297,13,961.54,3.13,0.57,0.0602
2024-06-25 14:07:22.323296,Holiday Sale,Set 1,Marketplace,25-34,Male,Florida,9072,4502,456,410.67,UID268,13,704.41,1.72,0.9,0.0503
2024-08-27 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,25-34,Female,Illinois,4462,2222,219,166.95,UID225,6,370.44,2.22,0.76,0.0491
2024-08-03 14:07:22.323296,Holiday Sale,Set 3,Feed,18-24,Male,New York,6204,2949,230,218.24,UID309,4,336.71,1.54,0.95,0.0371
2024-08-20 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Male,Texas,1631,1560,40,48.59,UID38,1,113.86,2.34,1.21,0.0245
2024-07-25 14:07:22.323296,Brand Awareness,Set 3,Marketplace,18-24,Female,Illinois,5253,4023,138,136.32,UID241,3,280.13,2.05,0.99,0.0263
2024-07-13 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Male,New York,8986,5670,645,475.09,UID459,18,984.31,2.07,0.74,0.0718
2024-07-21 14:07:22.323296,Brand Awareness,Set 3,Feed,35-44,Female,Illinois,4584,3811,161,376.68,UID411,5,527.64,1.4,2.34,0.0351
2024-08-09 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Female,Texas,3669,2176,199,98.62,UID188,6,392.17,3.98,0.5,0.0542
2024-09-02 14:07:22.323296,Product Launch,Set 3,Marketplace,55-64,Female,Florida,7706,4641,196,186.65,UID461,8,684.04,3.66,0.95,0.0254
2024-06-30 14:07:22.323296,Product Launch,Set 1,Feed,35-44,Male,Illinois,8454,6164,443,945.11,UID33,14,1219.64,1.29,2.13,0.0524
2024-07-28 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Male,Florida,4022,2638,218,166.54,UID342,6,378.7,2.27,0.76,0.0542
2024-08-03 14:07:22.323296,Brand Awareness,Set 1,Marketplace,35-44,Male,Texas,4668,3400,369,219.1,UID310,12,1232.48,5.63,0.59,0.079
2024-08-24 14:07:22.323296,Holiday Sale,Set 2,Feed,45-54,Female,Texas,7837,5081,168,309.66,UID7,6,369.27,1.19,1.84,0.0214
2024-09-01 14:07:22.323296,Product Launch,Set 3,Stories,18-24,Male,Illinois,6217,4564,141,67.14,UID208,2,214.24,3.19,0.48,0.0227
2024-06-20 14:07:22.323296,Product Launch,Set 1,Marketplace,18-24,Male,Illinois,4886,3145,246,177.86,UID188,6,451.54,2.54,0.72,0.0503
2024-07-02 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Female,Texas,6696,5530,234,360.09,UID288,7,691.26,1.92,1.54,0.0349
2024-07-03 14:07:22.323296,Brand Awareness,Set 3,Marketplace,55-64,Female,Illinois,1652,1333,56,116.14,UID125,2,193.72,1.67,2.07,0.0339
2024-08-04 14:07:22.323296,Product Launch,Set 2,Stories,18-24,Female,Illinois,2005,1520,111,54.95,UID63,2,163.62,2.98,0.5,0.0554
2024-08-19 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Female,Illinois,5964,3507,313,602.55,UID396,9,458.84,0.76,1.93,0.0525
2024-06-17 14:07:22.323296,Holiday Sale,Set 1,Stories,45-54,Male,Illinois,9922,4669,204,211.14,UID5,7,510.5,2.42,1.03,0.0206
2024-09-11 14:07:22.323296,Holiday Sale,Set 2,Stories,55-64,Female,New York,8608,4357,198,185.85,UID178,7,385.74,2.08,0.94,0.023
2024-08-07 14:07:22.323296,Product Launch,Set 2,Stories,55-64,Female,Texas,2112,1484,23,18.79,UID452,0,0.0,0.0,0.82,0.0109
2024-08-02 14:07:22.323296,Brand Awareness,Set 1,Stories,55-64,Male,Texas,8265,6890,234,406.14,UID331,10,845.05,2.08,1.74,0.0283
2024-07-12 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,18-24,Male,California,7246,4130,404,410.1,UID164,9,573.04,1.4,1.02,0.0558
2024-07-22 14:07:22.323296,Product Launch,Set 3,Feed,55-64,Female,Florida,2725,2076,39,42.85,UID361,1,100.14,2.34,1.1,0.0143
2024-07-12 14:07:22.323296,Product Launch,Set 3,Stories,25-34,Male,California,4633,3492,177,73.48,UID75,4,266.6,3.63,0.42,0.0382
2024-07-16 14:07:22.323296,Brand Awareness,Set 3,Feed,35-44,Male,Illinois,5450,4424,206,172.77,UID239,6,474.74,2.75,0.84,0.0378
2024-07-25 14:07:22.323296,Holiday Sale,Set 3,Marketplace,45-54,Female,Illinois,8817,5662,209,153.21,UID436,7,392.08,2.56,0.73,0.0237
2024-07-20 14:07:22.323296,Product Launch,Set 2,Feed,35-44,Male,New York,4681,2804,66,33.69,UID328,1,86.58,2.57,0.51,0.0141
2024-07-20 14:07:22.323296,Holiday Sale,Set 2,Stories,25-34,Female,New York,7174,4186,366,300.88,UID451,10,420.82,1.4,0.82,0.051
2024-09-09 14:07:22.323296,Holiday Sale,Set 1,Feed,25-34,Male,New York,5718,3754,241,216.0,UID76,6,428.03,1.98,0.9,0.0421
2024-08-19 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Male,New York,5851,3373,141,78.86,UID319,4,272.72,3.46,0.56,0.0241
2024-06-24 14:07:22.323296,Product Launch,Set 3,Video Feeds,18-24,Male,New York,6104,4255,361,351.73,UID363,8,615.9,1.75,0.97,0.0591
2024-08-23 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Male,New York,9241,4560,267,123.43,UID287,7,506.62,4.1,0.46,0.0289
2024-08-25 14:07:22.323296,Brand Awareness,Set 1,Feed,55-64,Female,New York,2293,2162,74,62.24,UID240,3,293.29,4.71,0.84,0.0323
2024-09-01 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Female,New York,4380,2964,168,114.76,UID313,6,488.01,4.25,0.68,0.0384
2024-08-16 14:07:22.323296,Product Launch,Set 2,Video Feeds,45-54,Male,New York,3716,2819,72,53.86,UID61,2,179.53,3.33,0.75,0.0194
2024-07-06 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Male,Texas,3730,1888,141,128.87,UID437,3,183.14,1.42,0.91,0.0378
2024-07-04 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Male,New York,3616,1717,88,106.2,UID4,3,205.33,1.93,1.21,0.0243
2024-07-17 14:07:22.323296,Holiday Sale,Set 2,Stories,35-44,Female,Florida,6055,3195,203,104.71,UID381,6,391.92,3.74,0.52,0.0335
2024-06-29 14:07:22.323296,Product Launch,Set 2,Feed,45-54,Male,New York,2869,1875,97,77.92,UID223,3,347.77,4.46,0.8,0.0338
2024-06-21 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Female,Illinois,2340,2251,92,267.91,UID380,3,276.31,1.03,2.91,0.0393
2024-09-10 14:07:22.323296,Brand Awareness,Set 3,Feed,55-64,Male,Illinois,3730,3578,134,266.36,UID463,5,498.8,1.87,1.99,0.0359
2024-09-12 14:07:22.323296,Product Launch,Set 1,Feed,18-24,Female,New York,3036,2176,187,73.94,UID382,3,264.47,3.58,0.4,0.0616
2024-08-03 14:07:22.323296,Brand Awareness,Set 1,Feed,25-34,Female,New York,4762,3360,192,326.39,UID190,5,474.28,1.45,1.7,0.0403
2024-06-24 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Male,Illinois,4921,2521,122,288.51,UID426,4,286.91,0.99,2.36,0.0248
2024-09-01 14:07:22.323296,Product Launch,Set 1,Video Feeds,35-44,Female,Florida,2649,1968,71,65.32,UID143,1,83.34,1.28,0.92,0.0268
2024-07-21 14:07:22.323296,Brand Awareness,Set 2,Marketplace,45-54,Male,California,7488,5469,240,265.73,UID405,9,722.73,2.72,1.11,0.0321
2024-08-12 14:07:22.323296,Product Launch,Set 2,Video Feeds,18-24,Female,Texas,960,728,40,24.45,UID336,0,0.0,0.0,0.61,0.0417
2024-09-10 14:07:22.323296,Brand Awareness,Set 1,Feed,35-44,Female,Illinois,5284,3717,99,98.04,UID187,3,290.45,2.96,0.99,0.0187
2024-08-28 14:07:22.323296,Product Launch,Set 1,Video Feeds,45-54,Male,New York,5422,4088,212,300.52,UID177,7,672.08,2.24,1.42,0.0391
2024-08-16 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Female,Texas,3272,3119,97,75.31,UID286,2,180.14,2.39,0.78,0.0296
2024-07-05 14:07:22.323296,Product Launch,Set 3,Stories,35-44,Male,New York,3165,2217,149,188.78,UID50,4,300.33,1.59,1.27,0.0471
2024-09-01 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Female,California,7910,6253,313,327.07,UID42,10,811.56,2.48,1.04,0.0396
2024-09-01 14:07:22.323296,Product Launch,Set 3,Marketplace,18-24,Male,California,8622,6714,613,336.48,UID52,14,1218.51,3.62,0.55,0.0711
2024-07-21 14:07:22.323296,Product Launch,Set 3,Feed,45-54,Female,Illinois,4272,3209,88,107.32,UID88,2,116.35,1.08,1.22,0.0206
2024-07-29 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Female,Texas,4010,2785,88,96.32,UID50,3,269.72,2.8,1.09,0.0219
2024-06-28 14:07:22.323296,Holiday Sale,Set 2,Stories,18-24,Male,Texas,8539,4449,500,215.34,UID271,12,799.97,3.71,0.43,0.0586
2024-07-27 14:07:22.323296,Product Launch,Set 1,Stories,35-44,Female,California,4356,3478,99,91.94,UID395,2,187.04,2.03,0.93,0.0227
2024-09-07 14:07:22.323296,Product Launch,Set 3,Stories,25-34,Male,New York,5850,4361,99,82.5,UID164,2,169.25,2.05,0.83,0.0169
2024-09-06 14:07:22.323296,Product Launch,Set 2,Stories,18-24,Male,Illinois,5804,4543,261,150.38,UID61,6,359.8,2.39,0.58,0.045
2024-07-17 14:07:22.323296,Brand Awareness,Set 1,Marketplace,18-24,Female,Florida,4055,3509,207,124.87,UID284,5,449.11,3.6,0.6,0.051
2024-06-17 14:07:22.323296,Product Launch,Set 1,Marketplace,18-24,Male,California,5096,3191,187,134.76,UID221,3,214.91,1.59,0.72,0.0367
2024-09-09 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,45-54,Male,California,6831,4525,201,182.48,UID380,7,500.48,2.74,0.91,0.0294
2024-07-28 14:07:22.323296,Product Launch,Set 3,Marketplace,55-64,Male,Illinois,2840,1786,72,102.09,UID185,2,181.84,1.78,1.42,0.0254
2024-09-09 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Male,New York,2980,2900,88,101.95,UID83,2,224.85,2.21,1.16,0.0295
2024-07-19 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Male,Texas,4338,3307,191,323.78,UID371,5,303.5,0.94,1.7,0.044
2024-07-09 14:07:22.323296,Product Launch,Set 1,Marketplace,55-64,Male,California,3981,2694,60,46.6,UID233,2,169.8,3.64,0.78,0.0151
2024-09-08 14:07:22.323296,Product Launch,Set 1,Video Feeds,45-54,Female,Illinois,9799,6794,357,703.52,UID324,13,1111.01,1.58,1.97,0.0364
2024-06-22 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Male,Illinois,5037,4098,156,95.45,UID117,4,428.56,4.49,0.61,0.031
2024-08-15 14:07:22.323296,Product Launch,Set 2,Feed,55-64,Male,Illinois,1670,1345,38,75.78,UID256,1,101.61,1.34,1.99,0.0228
2024-07-02 14:07:22.323296,Brand Awareness,Set 2,Marketplace,55-64,Female,Texas,0,0,0,0.0,UID410,0,0.0,0.0,0.0,0.0
2024-07-12 14:07:22.323296,Product Launch,Set 2,Video Feeds,35-44,Male,California,6277,4252,249,187.92,UID3,7,496.69,2.64,0.75,0.0397
2024-08-28 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Male,Illinois,4211,2953,56,26.58,UID102,2,112.93,4.25,0.47,0.0133
2024-06-26 14:07:22.323296,Brand Awareness,Set 3,Stories,18-24,Male,Texas,6161,5572,218,100.08,UID493,5,453.41,4.53,0.46,0.0354
2024-08-17 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,25-34,Female,New York,4551,2497,138,71.4,UID203,3,214.9,3.01,0.52,0.0303
2024-06-16 14:07:22.323296,Brand Awareness,Set 3,Stories,45-54,Female,Florida,3819,3540,194,290.44,UID167,7,630.74,2.17,1.5,0.0508
2024-08-12 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Male,California,5301,4146,34,33.11,UID83,1,98.65,2.98,0.97,0.0064
2024-07-21 14:07:22.323296,Product Launch,Set 2,Video Feeds,18-24,Male,Texas,4520,3133,264,181.17,UID415,6,491.25,2.71,0.69,0.0584
2024-06-18 14:07:22.323296,Product Launch,Set 1,Stories,35-44,Female,Florida,4371,3367,197,153.68,UID289,6,426.24,2.77,0.78,0.0451
2024-07-25 14:07:22.323296,Product Launch,Set 3,Video Feeds,35-44,Male,Florida,6105,4843,172,171.15,UID52,4,214.09,1.25,1.0,0.0282
2024-07-29 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Female,Texas,4123,2690,116,37.37,UID217,1,110.11,2.95,0.32,0.0281
2024-07-18 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Male,Texas,7204,4201,435,217.75,UID201,10,675.36,3.1,0.5,0.0604
2024-09-09 14:07:22.323296,Holiday Sale,Set 2,Feed,55-64,Male,Texas,10113,6293,422,497.42,UID297,18,854.87,1.72,1.18,0.0417
2024-06-27 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Female,Illinois,9723,5499,359,942.37,UID158,15,955.63,1.01,2.62,0.0369
2024-06-21 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Male,New York,1291,919,79,110.67,UID424,2,186.0,1.68,1.4,0.0612
2024-07-16 14:07:22.323296,Holiday Sale,Set 2,Feed,25-34,Female,Illinois,4897,2437,243,150.43,UID171,6,438.67,2.92,0.62,0.0496
2024-07-07 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Female,Florida,4435,3275,287,247.07,UID386,9,873.73,3.54,0.86,0.0647
2024-08-02 14:07:22.323296,Product Launch,Set 1,Feed,18-24,Male,Florida,7099,4446,170,142.89,UID65,3,291.4,2.04,0.84,0.0239
2024-08-25 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Male,Florida,4314,3033,115,91.54,UID139,3,278.97,3.05,0.8,0.0267
2024-07-31 14:07:22.323296,Brand Awareness,Set 1,Feed,55-64,Female,Texas,5919,5668,144,218.23,UID278,6,470.72,2.16,1.52,0.0243
2024-07-21 14:07:22.323296,Holiday Sale,Set 2,Marketplace,45-54,Female,California,4492,2599,233,221.34,UID260,7,500.46,2.26,0.95,0.0519
2024-08-01 14:07:22.323296,Product Launch,Set 1,Video Feeds,55-64,Male,Illinois,5392,3662,207,229.18,UID176,8,627.33,2.74,1.11,0.0384
2024-07-13 14:07:22.323296,Product Launch,Set 2,Feed,45-54,Male,California,5438,3729,218,336.35,UID492,7,454.25,1.35,1.54,0.0401
2024-07-21 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Male,New York,8955,5008,298,159.87,UID278,6,320.46,2.0,0.54,0.0333
2024-07-07 14:07:22.323296,Brand Awareness,Set 1,Feed,18-24,Male,New York,5362,3872,180,125.29,UID50,4,291.83,2.33,0.7,0.0336
2024-07-22 14:07:22.323296,Holiday Sale,Set 1,Feed,18-24,Female,Illinois,7552,3939,480,217.73,UID450,12,847.16,3.89,0.45,0.0636
2024-07-28 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Female,Florida,5273,5038,359,214.18,UID424,10,1196.82,5.59,0.6,0.0681
2024-06-19 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Male,New York,3277,2016,72,27.18,UID177,1,107.33,3.95,0.38,0.022
2024-08-05 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Female,California,5613,3251,100,106.75,UID27,3,191.29,1.79,1.07,0.0178
2024-07-24 14:07:22.323296,Product Launch,Set 2,Stories,35-44,Male,California,2990,2103,34,57.81,UID75,0,0.0,0.0,1.7,0.0114
2024-06-25 14:07:22.323296,Product Launch,Set 1,Video Feeds,35-44,Female,Texas,3624,2348,125,273.96,UID73,3,256.91,0.94,2.19,0.0345
2024-08-31 14:07:22.323296,Product Launch,Set 2,Video Feeds,45-54,Female,Florida,4486,3145,158,258.0,UID395,4,300.82,1.17,1.63,0.0352
2024-06-16 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Male,Texas,922,540,30,24.63,UID371,0,0.0,0.0,0.82,0.0325
2024-07-19 14:07:22.323296,Product Launch,Set 1,Stories,55-64,Male,Illinois,4551,3466,121,163.99,UID466,4,297.96,1.82,1.36,0.0266
2024-07-29 14:07:22.323296,Product Launch,Set 2,Feed,45-54,Male,New York,3390,2118,46,82.75,UID27,1,77.26,0.93,1.8,0.0136
2024-08-02 14:07:22.323296,Holiday Sale,Set 1,Feed,35-44,Male,Texas,3622,2279,105,67.3,UID387,3,174.13,2.59,0.64,0.029
2024-07-19 14:07:22.323296,Product Launch,Set 3,Stories,45-54,Female,Texas,4971,3329,110,236.36,UID378,3,264.92,1.12,2.15,0.0221
2024-08-25 14:07:22.323296,Brand Awareness,Set 3,Stories,45-54,Female,Illinois,3416,2906,61,75.78,UID102,2,198.06,2.61,1.24,0.0179
2024-07-16 14:07:22.323296,Product Launch,Set 3,Stories,18-24,Male,California,5414,3981,478,369.38,UID461,10,719.09,1.95,0.77,0.0883
2024-08-21 14:07:22.323296,Brand Awareness,Set 2,Feed,25-34,Female,California,3026,2561,102,103.01,UID467,3,180.51,1.75,1.01,0.0337
2024-08-24 14:07:22.323296,Product Launch,Set 2,Stories,18-24,Female,Illinois,4483,3256,199,218.01,UID84,4,346.11,1.59,1.1,0.0444
2024-07-23 14:07:22.323296,Holiday Sale,Set 2,Stories,25-34,Male,California,11532,5638,514,341.4,UID178,15,875.39,2.56,0.66,0.0446
2024-08-01 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,45-54,Male,Illinois,7401,4093,163,159.91,UID215,6,345.28,2.16,0.98,0.022
2024-07-21 14:07:22.323296,Product Launch,Set 2,Video Feeds,25-34,Male,California,3276,2140,159,81.67,UID473,3,258.36,3.16,0.51,0.0485
2024-08-13 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Female,Illinois,5859,4252,253,260.99,UID162,8,677.93,2.6,1.03,0.0432
2024-09-03 14:07:22.323296,Product Launch,Set 3,Video Feeds,18-24,Male,California,7586,4788,196,208.27,UID332,4,280.54,1.35,1.06,0.0258
