date,campaign_name,ad_group_name,device_type,geo_targeting,age,gender,impressions,clicks,cost,user_id,conversions,conversion_value,conv_rate,cost_per_conv
2024-09-03 14:07:22.323296,Holiday Sale,Group B,Desktop,California,55-64,Male,1975,48,105.59,UID269,0,0.0,0.0,0.0
2024-07-30 14:07:22.323296,Brand Awareness,Group C,Mobile,Illinois,45-54,Male,1273,40,141.62,UID304,1,81.51,0.025,141.62
2024-06-28 14:07:22.323296,Holiday Sale,Group B,Tablet,New York,55-64,Male,10552,286,287.82,UID416,7,527.24,0.0245,41.12
2024-08-03 14:07:22.323296,Holiday Sale,Group B,Mobile,Florida,18-24,Female,10030,352,168.46,UID33,4,325.97,0.0114,42.12
2024-07-04 14:07:22.323296,Brand Awareness,Group A,Desktop,Florida,35-44,Female,3766,113,215.52,UID420,2,158.58,0.0177,107.76
2024-08-03 14:07:22.323296,Holiday Sale,Group A,Desktop,New York,45-54,Female,3177,99,60.24,UID256,1,89.56,0.0101,60.24
2024-07-17 14:07:22.323296,Brand Awareness,Group C,Mobile,Texas,25-34,Male,2905,114,157.15,UID334,2,243.47,0.0175,78.58
2024-08-12 14:07:22.323296,Brand Awareness,Group C,Tablet,Texas,18-24,Male,5349,145,151.97,UID102,2,152.8,0.0138,75.98
2024-07-27 14:07:22.323296,Holiday Sale,Group B,Tablet,California,25-34,Male,8029,238,213.18,UID460,4,320.49,0.0168,53.3
2024-09-01 14:07:22.323296,Holiday Sale,Group A,Mobile,Illinois,35-44,Male,10627,648,1847.27,UID316,13,806.84,0.0201,142.1
2024-06-26 14:07:22.323296,Product Launch,Group C,Mobile,California,25-34,Female,4918,290,264.39,UID435,4,512.21,0.0138,66.1
2024-07-24 14:07:22.323296,Holiday Sale,Group C,Tablet,Texas,18-24,Female,6766,522,446.77,UID226,7,558.04,0.0134,63.82
2024-07-04 14:07:22.323296,Product Launch,Group C,Desktop,New York,18-24,Male,8700,628,340.13,UID147,9,940.89,0.0143,37.79
2024-07-22 14:07:22.323296,Holiday Sale,Group B,Mobile,California,35-44,Male,1123,43,76.81,UID98,0,0.0,0.0,0.0
2024-06-17 14:07:22.323296,Brand Awareness,Group A,Tablet,Florida,18-24,Female,5634,440,503.22,UID276,7,815.43,0.0159,71.89
2024-07-12 14:07:22.323296,Holiday Sale,Group C,Tablet,Florida,35-44,Female,6496,156,313.63,UID218,3,231.94,0.0192,104.54
2024-08-09 14:07:22.323296,Brand Awareness,Group A,Desktop,New York,35-44,Female,6425,243,118.99,UID145,5,551.95,0.0206,23.8
2024-09-12 14:07:22.323296,Brand Awareness,Group C,Desktop,Texas,18-24,Female,6025,392,476.45,UID61,6,566.09,0.0153,79.41
2024-06-27 14:07:22.323296,Brand Awareness,Group C,Desktop,Florida,55-64,Male,3607,136,312.48,UID115,3,309.76,0.0221,104.16
2024-08-30 14:07:22.323296,Product Launch,Group A,Desktop,Florida,35-44,Female,4782,407,894.37,UID280,8,440.62,0.0197,111.8
2024-08-19 14:07:22.323296,Holiday Sale,Group A,Desktop,Illinois,18-24,Female,594,36,21.76,UID363,0,0.0,0.0,0.0
2024-07-21 14:07:22.323296,Brand Awareness,Group A,Mobile,California,55-64,Female,6499,109,349.02,UID433,3,263.76,0.0275,116.34
2024-08-02 14:07:22.323296,Brand Awareness,Group B,Tablet,Texas,35-44,Female,5479,123,157.86,UID238,2,186.61,0.0163,78.93
2024-08-19 14:07:22.323296,Product Launch,Group C,Mobile,California,55-64,Male,9356,540,1012.36,UID496,14,883.73,0.0259,72.31
2024-07-20 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,45-54,Male,6301,375,744.45,UID457,9,680.75,0.024,82.72
2024-08-07 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,45-54,Male,10242,629,494.71,UID147,15,1105.84,0.0238,32.98
2024-07-10 14:07:22.323296,Product Launch,Group C,Mobile,Illinois,55-64,Male,3432,84,217.22,UID177,2,188.18,0.0238,108.61
2024-08-28 14:07:22.323296,Product Launch,Group B,Mobile,California,35-44,Male,0,0,0.0,UID309,0,0.0,0.0,0.0
2024-08-25 14:07:22.323296,Holiday Sale,Group C,Desktop,Florida,18-24,Male,7215,345,243.75,UID106,4,257.31,0.0116,60.94
2024-07-24 14:07:22.323296,Product Launch,Group B,Desktop,Texas,25-34,Female,4639,147,132.1,UID94,2,218.4,0.0136,66.05
2024-07-27 14:07:22.323296,Holiday Sale,Group A,Tablet,California,18-24,Female,4347,228,66.64,UID107,3,210.06,0.0132,22.21
2024-07-06 14:07:22.323296,Holiday Sale,Group B,Mobile,California,25-34,Female,10194,937,900.62,UID358,18,1188.91,0.0192,50.03
2024-07-04 14:07:22.323296,Brand Awareness,Group C,Tablet,Florida,25-34,Female,7416,514,653.07,UID255,10,915.21,0.0195,65.31
2024-06-22 14:07:22.323296,Brand Awareness,Group C,Desktop,California,35-44,Male,5210,108,249.84,UID163,2,136.86,0.0185,124.92
2024-07-13 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,55-64,Female,6951,210,394.56,UID299,6,477.11,0.0286,65.76
2024-07-24 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,18-24,Male,7687,406,578.86,UID483,6,284.79,0.0148,96.48
2024-09-12 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,55-64,Female,5541,46,114.78,UID312,0,0.0,0.0,0.0
2024-07-14 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,45-54,Female,9187,315,1911.01,UID309,7,396.51,0.0222,273.0
2024-09-03 14:07:22.323296,Holiday Sale,Group A,Desktop,Florida,35-44,Female,2881,78,112.48,UID293,1,119.87,0.0128,112.48
2024-09-06 14:07:22.323296,Holiday Sale,Group A,Tablet,Illinois,35-44,Male,4279,89,64.39,UID43,1,111.64,0.0112,64.39
2024-08-08 14:07:22.323296,Product Launch,Group A,Tablet,New York,45-54,Female,4100,161,383.16,UID134,3,278.57,0.0186,127.72
2024-06-30 14:07:22.323296,Holiday Sale,Group C,Desktop,New York,18-24,Male,9123,253,472.09,UID340,3,227.65,0.0119,157.36
2024-07-30 14:07:22.323296,Product Launch,Group C,Tablet,California,45-54,Male,5274,313,621.96,UID137,7,420.99,0.0224,88.85
2024-08-15 14:07:22.323296,Product Launch,Group C,Desktop,California,18-24,Female,9264,732,263.95,UID178,12,984.1,0.0164,22.0
2024-06-21 14:07:22.323296,Holiday Sale,Group B,Tablet,New York,25-34,Male,9909,510,673.23,UID280,9,473.42,0.0176,74.8
2024-09-02 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,35-44,Male,5095,262,213.48,UID133,4,361.5,0.0153,53.37
2024-07-29 14:07:22.323296,Product Launch,Group B,Tablet,California,18-24,Female,7519,458,247.08,UID208,7,644.91,0.0153,35.3
2024-08-12 14:07:22.323296,Product Launch,Group C,Mobile,Florida,55-64,Female,5019,136,268.42,UID371,3,339.0,0.0221,89.47
2024-08-09 14:07:22.323296,Holiday Sale,Group C,Desktop,Florida,55-64,Female,8919,461,307.76,UID398,12,711.48,0.026,25.65
2024-08-01 14:07:22.323296,Holiday Sale,Group A,Desktop,Illinois,35-44,Female,10054,513,950.71,UID200,10,804.27,0.0195,95.07
2024-07-11 14:07:22.323296,Product Launch,Group A,Tablet,California,45-54,Female,8674,292,659.32,UID331,7,465.96,0.024,94.19
2024-08-06 14:07:22.323296,Product Launch,Group A,Desktop,Florida,45-54,Female,6484,295,442.41,UID373,7,483.18,0.0237,63.2
2024-09-09 14:07:22.323296,Product Launch,Group B,Desktop,California,18-24,Male,9840,824,652.83,UID307,13,1061.47,0.0158,50.22
2024-09-10 14:07:22.323296,Brand Awareness,Group B,Desktop,California,45-54,Female,5882,299,511.67,UID1,7,569.14,0.0234,73.1
2024-08-26 14:07:22.323296,Product Launch,Group C,Mobile,Florida,35-44,Female,6324,183,153.82,UID95,3,342.58,0.0164,51.27
2024-07-19 14:07:22.323296,Brand Awareness,Group B,Mobile,New York,18-24,Male,4394,272,327.63,UID304,4,362.12,0.0147,81.91
2024-08-04 14:07:22.323296,Holiday Sale,Group C,Tablet,Florida,25-34,Female,5605,223,53.9,UID260,3,156.77,0.0135,17.97
2024-09-06 14:07:22.323296,Holiday Sale,Group B,Mobile,Illinois,45-54,Male,8758,225,294.79,UID453,4,227.39,0.0178,73.7
2024-07-21 14:07:22.323296,Product Launch,Group B,Tablet,Texas,45-54,Female,6241,274,454.21,UID320,6,569.74,0.0219,75.7
2024-09-03 14:07:22.323296,Holiday Sale,Group B,Mobile,Florida,18-24,Female,8281,361,460.05,UID218,6,196.47,0.0166,76.68
2024-08-10 14:07:22.323296,Holiday Sale,Group A,Tablet,California,55-64,Male,8941,229,381.63,UID144,6,319.12,0.0262,63.6
2024-06-22 14:07:22.323296,Holiday Sale,Group B,Mobile,California,45-54,Female,8269,244,498.82,UID324,6,512.23,0.0246,83.14
2024-09-01 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,35-44,Male,13539,351,512.69,UID270,7,465.56,0.0199,73.24
2024-07-04 14:07:22.323296,Brand Awareness,Group A,Tablet,Texas,45-54,Female,3944,289,911.76,UID268,7,800.3,0.0242,130.25
2024-08-06 14:07:22.323296,Brand Awareness,Group B,Desktop,Florida,25-34,Female,5864,210,1168.28,UID112,4,434.2,0.019,292.07
2024-06-26 14:07:22.323296,Product Launch,Group C,Desktop,Texas,45-54,Male,5452,348,671.74,UID45,8,673.28,0.023,83.97
2024-08-02 14:07:22.323296,Product Launch,Group C,Mobile,Texas,55-64,Female,92,2,4.93,UID238,0,0.0,0.0,0.0
2024-07-01 14:07:22.323296,Product Launch,Group C,Tablet,Illinois,45-54,Female,5535,225,638.15,UID256,4,293.93,0.0178,159.54
2024-08-17 14:07:22.323296,Holiday Sale,Group B,Desktop,California,18-24,Male,4690,226,149.55,UID318,3,146.29,0.0133,49.85
2024-07-26 14:07:22.323296,Holiday Sale,Group C,Tablet,California,45-54,Female,7299,279,329.28,UID112,6,438.56,0.0215,54.88
2024-07-13 14:07:22.323296,Brand Awareness,Group A,Desktop,Texas,55-64,Male,4947,196,518.4,UID21,5,566.96,0.0255,103.68
2024-07-03 14:07:22.323296,Brand Awareness,Group C,Tablet,California,18-24,Female,5770,330,427.71,UID430,5,412.12,0.0152,85.54
2024-06-25 14:07:22.323296,Product Launch,Group B,Mobile,New York,35-44,Male,4726,176,254.5,UID369,3,295.27,0.017,84.83
2024-08-03 14:07:22.323296,Brand Awareness,Group C,Tablet,Texas,18-24,Female,4189,206,404.58,UID38,3,300.49,0.0146,134.86
2024-08-24 14:07:22.323296,Brand Awareness,Group A,Desktop,California,25-34,Male,6401,207,132.97,UID5,4,406.26,0.0193,33.24
2024-08-11 14:07:22.323296,Brand Awareness,Group B,Mobile,New York,18-24,Male,3381,212,733.88,UID346,3,254.28,0.0142,244.63
2024-07-18 14:07:22.323296,Brand Awareness,Group C,Tablet,Illinois,35-44,Female,1323,38,82.24,UID28,0,0.0,0.0,0.0
2024-07-04 14:07:22.323296,Brand Awareness,Group B,Desktop,California,45-54,Female,5314,216,331.54,UID31,5,567.79,0.0231,66.31
2024-08-03 14:07:22.323296,Product Launch,Group B,Mobile,New York,18-24,Male,8569,451,1063.04,UID443,7,608.77,0.0155,151.86
2024-09-10 14:07:22.323296,Product Launch,Group B,Tablet,Florida,18-24,Female,7653,375,412.3,UID296,6,448.12,0.016,68.72
2024-06-24 14:07:22.323296,Brand Awareness,Group C,Desktop,Florida,18-24,Male,5350,159,212.89,UID195,2,166.66,0.0126,106.44
2024-07-16 14:07:22.323296,Product Launch,Group B,Tablet,New York,18-24,Female,9001,735,688.48,UID336,12,1079.58,0.0163,57.37
2024-08-05 14:07:22.323296,Holiday Sale,Group C,Tablet,Texas,35-44,Female,10746,842,1949.76,UID418,18,1086.29,0.0214,108.32
2024-06-29 14:07:22.323296,Brand Awareness,Group A,Mobile,Texas,55-64,Male,4338,109,232.91,UID207,3,308.02,0.0275,77.64
2024-09-06 14:07:22.323296,Holiday Sale,Group C,Mobile,California,55-64,Male,8242,250,271.16,UID7,6,248.06,0.024,45.19
2024-06-17 14:07:22.323296,Product Launch,Group A,Desktop,Florida,18-24,Female,6696,307,528.91,UID245,4,357.62,0.013,132.23
2024-07-21 14:07:22.323296,Product Launch,Group C,Mobile,Texas,35-44,Female,5791,283,712.73,UID160,6,489.09,0.0212,118.79
2024-07-24 14:07:22.323296,Holiday Sale,Group B,Desktop,Texas,35-44,Female,10902,378,941.17,UID293,7,596.78,0.0185,134.45
2024-08-25 14:07:22.323296,Product Launch,Group C,Tablet,Florida,18-24,Female,5634,278,399.46,UID299,3,244.66,0.0108,133.15
2024-07-24 14:07:22.323296,Brand Awareness,Group B,Tablet,Illinois,25-34,Female,3999,224,596.0,UID392,4,281.13,0.0179,149.0
2024-08-09 14:07:22.323296,Holiday Sale,Group A,Desktop,Texas,18-24,Male,0,0,0.0,UID370,0,0.0,0.0,0.0
2024-07-07 14:07:22.323296,Brand Awareness,Group C,Tablet,New York,25-34,Female,3403,188,470.98,UID286,3,296.16,0.016,156.99
2024-06-25 14:07:22.323296,Holiday Sale,Group B,Mobile,California,18-24,Female,3553,226,273.97,UID328,3,131.12,0.0133,91.32
2024-08-17 14:07:22.323296,Product Launch,Group A,Tablet,Texas,25-34,Male,5902,266,434.14,UID145,4,266.23,0.015,108.54
2024-06-22 14:07:22.323296,Holiday Sale,Group A,Mobile,Texas,25-34,Male,3738,192,88.14,UID445,3,174.12,0.0156,29.38
2024-08-09 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,18-24,Male,9325,422,290.31,UID88,6,393.3,0.0142,48.38
2024-08-13 14:07:22.323296,Brand Awareness,Group A,Desktop,New York,25-34,Female,7216,380,557.12,UID110,7,894.5,0.0184,79.59
2024-06-24 14:07:22.323296,Product Launch,Group B,Tablet,California,45-54,Male,5924,221,452.0,UID493,4,313.51,0.0181,113.0
2024-07-23 14:07:22.323296,Brand Awareness,Group A,Tablet,Texas,55-64,Male,3031,84,597.84,UID332,2,221.55,0.0238,298.92
2024-07-12 14:07:22.323296,Product Launch,Group A,Mobile,California,35-44,Male,6686,138,297.35,UID40,2,121.57,0.0145,148.68
2024-08-02 14:07:22.323296,Brand Awareness,Group B,Mobile,Florida,25-34,Male,8786,319,319.15,UID238,6,643.32,0.0188,53.19
2024-07-20 14:07:22.323296,Holiday Sale,Group A,Tablet,Texas,25-34,Female,12246,288,226.52,UID91,4,390.4,0.0139,56.63
2024-06-27 14:07:22.323296,Brand Awareness,Group A,Tablet,Texas,35-44,Female,2187,65,219.39,UID72,1,102.83,0.0154,219.39
2024-07-20 14:07:22.323296,Product Launch,Group A,Desktop,Florida,25-34,Female,2535,129,124.65,UID32,2,173.27,0.0155,62.32
2024-07-10 14:07:22.323296,Product Launch,Group A,Desktop,Illinois,35-44,Male,1920,54,127.31,UID252,1,124.65,0.0185,127.31
2024-09-08 14:07:22.323296,Holiday Sale,Group B,Desktop,Texas,18-24,Male,4089,244,216.31,UID283,3,213.96,0.0123,72.1
2024-06-18 14:07:22.323296,Product Launch,Group A,Tablet,California,45-54,Male,6603,314,452.72,UID411,7,618.43,0.0223,64.67
2024-09-04 14:07:22.323296,Brand Awareness,Group B,Tablet,New York,45-54,Male,3886,102,148.85,UID358,2,159.29,0.0196,74.42
2024-08-17 14:07:22.323296,Holiday Sale,Group A,Tablet,California,55-64,Male,4983,170,53.3,UID50,4,321.83,0.0235,13.32
2024-07-22 14:07:22.323296,Product Launch,Group A,Desktop,Illinois,25-34,Male,8493,666,1090.41,UID107,13,949.36,0.0195,83.88
2024-09-10 14:07:22.323296,Product Launch,Group A,Tablet,New York,55-64,Female,7272,308,325.3,UID199,8,743.6,0.026,40.66
2024-09-09 14:07:22.323296,Brand Awareness,Group A,Mobile,California,18-24,Female,1590,124,76.76,UID17,2,201.94,0.0161,38.38
2024-07-06 14:07:22.323296,Brand Awareness,Group B,Tablet,California,45-54,Male,6963,427,906.64,UID218,10,1216.82,0.0234,90.66
2024-06-16 14:07:22.323296,Holiday Sale,Group B,Tablet,Florida,18-24,Female,9018,728,1016.5,UID180,12,707.84,0.0165,84.71
2024-07-15 14:07:22.323296,Product Launch,Group B,Tablet,Illinois,18-24,Male,10900,285,85.41,UID78,3,194.03,0.0105,28.47
2024-06-25 14:07:22.323296,Brand Awareness,Group C,Tablet,Florida,25-34,Male,3859,144,356.73,UID180,2,231.93,0.0139,178.36
2024-07-30 14:07:22.323296,Holiday Sale,Group A,Tablet,New York,18-24,Female,6937,498,264.51,UID86,7,476.4,0.0141,37.79
2024-08-15 14:07:22.323296,Product Launch,Group A,Mobile,Florida,45-54,Male,1264,52,114.12,UID67,1,99.57,0.0192,114.12
2024-08-22 14:07:22.323296,Product Launch,Group B,Mobile,Illinois,55-64,Female,8079,351,839.5,UID76,9,734.92,0.0256,93.28
2024-08-17 14:07:22.323296,Holiday Sale,Group C,Tablet,Texas,45-54,Male,4503,165,186.68,UID414,3,193.45,0.0182,62.23
2024-06-24 14:07:22.323296,Holiday Sale,Group A,Desktop,Texas,25-34,Male,4887,184,187.28,UID153,3,226.84,0.0163,62.43
2024-07-24 14:07:22.323296,Brand Awareness,Group B,Tablet,New York,45-54,Female,3231,198,305.15,UID407,4,546.87,0.0202,76.29
2024-07-08 14:07:22.323296,Product Launch,Group A,Tablet,Texas,35-44,Male,10320,310,492.84,UID443,6,332.15,0.0194,82.14
2024-07-28 14:07:22.323296,Product Launch,Group A,Tablet,Florida,55-64,Male,4394,326,662.75,UID240,8,522.9,0.0245,82.84
2024-08-13 14:07:22.323296,Product Launch,Group B,Desktop,New York,35-44,Male,8260,228,200.36,UID59,4,388.68,0.0175,50.09
2024-08-15 14:07:22.323296,Holiday Sale,Group B,Desktop,Illinois,35-44,Female,7428,378,213.77,UID336,7,504.96,0.0185,30.54
2024-09-09 14:07:22.323296,Brand Awareness,Group A,Desktop,New York,25-34,Male,3341,120,298.01,UID455,2,191.29,0.0167,149.0
2024-07-01 14:07:22.323296,Product Launch,Group A,Mobile,New York,18-24,Male,3574,160,186.04,UID163,2,177.87,0.0125,93.02
2024-08-18 14:07:22.323296,Holiday Sale,Group B,Desktop,California,35-44,Male,5613,306,526.02,UID185,6,301.41,0.0196,87.67
2024-08-10 14:07:22.323296,Product Launch,Group A,Mobile,California,45-54,Female,5821,267,299.31,UID480,6,438.92,0.0225,49.88
2024-08-08 14:07:22.323296,Brand Awareness,Group A,Mobile,New York,18-24,Female,6203,110,91.38,UID240,1,116.34,0.0091,91.38
2024-08-06 14:07:22.323296,Product Launch,Group B,Desktop,Texas,45-54,Female,4869,216,204.4,UID36,4,407.45,0.0185,51.1
2024-08-09 14:07:22.323296,Brand Awareness,Group A,Desktop,California,45-54,Female,3983,116,198.7,UID178,2,227.02,0.0172,99.35
2024-06-23 14:07:22.323296,Brand Awareness,Group A,Desktop,Illinois,18-24,Female,3237,530,744.71,UID62,8,607.45,0.0151,93.09
2024-07-06 14:07:22.323296,Product Launch,Group C,Mobile,Florida,18-24,Male,3133,202,161.15,UID353,2,257.77,0.0099,80.58
2024-06-27 14:07:22.323296,Product Launch,Group B,Tablet,California,45-54,Female,2932,44,150.89,UID423,0,0.0,0.0,0.0
2024-09-11 14:07:22.323296,Brand Awareness,Group C,Desktop,New York,25-34,Female,6976,333,362.32,UID164,6,657.02,0.018,60.39
2024-08-01 14:07:22.323296,Holiday Sale,Group C,Desktop,Texas,55-64,Male,5913,288,467.14,UID95,7,487.49,0.0243,66.73
2024-07-02 14:07:22.323296,Brand Awareness,Group C,Desktop,Florida,55-64,Female,4119,158,218.96,UID355,4,356.8,0.0253,54.74
2024-08-29 14:07:22.323296,Product Launch,Group A,Mobile,California,25-34,Male,4399,57,51.42,UID404,0,0.0,0.0,0.0
2024-07-24 14:07:22.323296,Product Launch,Group A,Mobile,Texas,18-24,Female,5239,216,215.49,UID196,3,336.03,0.0139,71.83
2024-07-01 14:07:22.323296,Holiday Sale,Group C,Tablet,Texas,45-54,Male,8613,495,408.54,UID108,12,1230.08,0.0242,34.04
2024-06-29 14:07:22.323296,Brand Awareness,Group C,Desktop,Texas,55-64,Male,4026,148,332.54,UID284,4,451.14,0.027,83.14
2024-06-29 14:07:22.323296,Brand Awareness,Group C,Mobile,New York,45-54,Female,5361,213,499.12,UID297,5,562.43,0.0235,99.82
2024-09-01 14:07:22.323296,Brand Awareness,Group A,Tablet,Illinois,25-34,Female,7836,276,715.19,UID98,5,614.49,0.0181,143.04
2024-08-16 14:07:22.323296,Product Launch,Group C,Desktop,Texas,45-54,Male,4032,92,83.92,UID51,1,110.64,0.0109,83.92
2024-07-23 14:07:22.323296,Brand Awareness,Group C,Mobile,Florida,25-34,Male,4121,311,507.34,UID200,6,595.35,0.0193,84.56
2024-06-27 14:07:22.323296,Holiday Sale,Group B,Desktop,California,18-24,Male,9423,622,503.17,UID421,9,639.09,0.0145,55.91
2024-09-03 14:07:22.323296,Product Launch,Group B,Desktop,Florida,25-34,Male,9592,526,261.35,UID393,9,936.77,0.0171,29.04
2024-07-16 14:07:22.323296,Product Launch,Group A,Mobile,New York,25-34,Male,3018,87,62.27,UID377,1,127.82,0.0115,62.27
2024-06-23 14:07:22.323296,Brand Awareness,Group B,Mobile,New York,55-64,Male,1598,88,241.56,UID341,2,139.57,0.0227,120.78
2024-07-24 14:07:22.323296,Holiday Sale,Group B,Mobile,Florida,45-54,Male,7497,115,73.22,UID478,1,62.2,0.0087,73.22
2024-07-04 14:07:22.323296,Product Launch,Group B,Desktop,Illinois,55-64,Female,5750,88,151.82,UID107,2,253.94,0.0227,75.91
2024-09-12 14:07:22.323296,Product Launch,Group A,Desktop,New York,35-44,Male,7680,207,100.18,UID51,3,252.15,0.0145,33.39
2024-09-07 14:07:22.323296,Brand Awareness,Group B,Tablet,New York,25-34,Female,6095,365,520.03,UID276,7,467.89,0.0192,74.29
2024-09-04 14:07:22.323296,Brand Awareness,Group A,Desktop,Florida,35-44,Female,4932,279,166.55,UID349,6,389.76,0.0215,27.76
2024-08-30 14:07:22.323296,Holiday Sale,Group C,Mobile,New York,55-64,Male,10647,445,471.19,UID276,12,1088.3,0.027,39.27
2024-09-02 14:07:22.323296,Brand Awareness,Group B,Desktop,Illinois,45-54,Male,3637,130,196.44,UID159,3,352.66,0.0231,65.48
2024-08-26 14:07:22.323296,Holiday Sale,Group A,Tablet,Illinois,55-64,Female,8134,413,628.5,UID21,10,588.69,0.0242,62.85
2024-08-16 14:07:22.323296,Product Launch,Group B,Tablet,Illinois,45-54,Male,3081,89,124.27,UID13,1,84.92,0.0112,124.27
2024-08-29 14:07:22.323296,Holiday Sale,Group C,Mobile,California,45-54,Male,7372,238,160.91,UID377,4,303.29,0.0168,40.23
2024-07-28 14:07:22.323296,Holiday Sale,Group A,Mobile,Illinois,18-24,Female,3115,93,42.44,UID380,1,117.19,0.0108,42.44
2024-07-22 14:07:22.323296,Holiday Sale,Group A,Tablet,Illinois,25-34,Female,4152,298,133.18,UID163,4,282.36,0.0134,33.3
2024-09-05 14:07:22.323296,Product Launch,Group A,Tablet,California,55-64,Female,10101,273,540.52,UID487,7,505.68,0.0256,77.22
2024-08-13 14:07:22.323296,Brand Awareness,Group C,Tablet,Texas,45-54,Male,1350,58,118.76,UID331,1,122.7,0.0172,118.76
2024-08-24 14:07:22.323296,Product Launch,Group C,Mobile,New York,55-64,Male,5479,225,563.9,UID57,6,497.42,0.0267,93.98
2024-08-01 14:07:22.323296,Brand Awareness,Group C,Tablet,Illinois,55-64,Female,6654,268,448.56,UID434,7,673.17,0.0261,64.08
2024-07-02 14:07:22.323296,Holiday Sale,Group A,Tablet,New York,45-54,Male,14163,451,236.96,UID144,10,782.9,0.0222,23.7
2024-06-30 14:07:22.323296,Holiday Sale,Group C,Mobile,Florida,35-44,Female,8031,530,503.34,UID71,10,400.91,0.0189,50.33
2024-08-08 14:07:22.323296,Holiday Sale,Group B,Desktop,New York,25-34,Male,8202,267,268.48,UID458,4,328.45,0.015,67.12
2024-07-23 14:07:22.323296,Holiday Sale,Group C,Desktop,California,25-34,Female,7618,615,343.52,UID386,12,865.75,0.0195,28.63
2024-08-21 14:07:22.323296,Holiday Sale,Group A,Tablet,New York,18-24,Male,10671,397,194.16,UID252,6,289.69,0.0151,32.36
2024-08-12 14:07:22.323296,Brand Awareness,Group B,Desktop,New York,18-24,Female,5863,495,776.17,UID312,8,489.38,0.0162,97.02
2024-09-11 14:07:22.323296,Brand Awareness,Group C,Desktop,New York,18-24,Male,3849,388,511.08,UID239,6,532.28,0.0155,85.18
2024-08-15 14:07:22.323296,Holiday Sale,Group B,Desktop,Texas,25-34,Male,10846,718,1265.98,UID363,13,932.94,0.0181,97.38
2024-06-27 14:07:22.323296,Product Launch,Group B,Desktop,Texas,35-44,Female,4890,255,840.99,UID483,4,422.79,0.0157,210.25
2024-09-03 14:07:22.323296,Product Launch,Group A,Tablet,Florida,25-34,Male,2163,100,59.43,UID209,1,134.08,0.01,59.43
2024-06-20 14:07:22.323296,Holiday Sale,Group B,Desktop,California,25-34,Male,2713,265,215.33,UID125,4,311.01,0.0151,53.83
2024-09-05 14:07:22.323296,Brand Awareness,Group B,Desktop,New York,25-34,Female,4597,44,70.21,UID261,0,0.0,0.0,0.0
2024-08-30 14:07:22.323296,Product Launch,Group A,Mobile,New York,25-34,Male,6247,175,262.66,UID296,2,189.96,0.0114,131.33
2024-08-13 14:07:22.323296,Product Launch,Group A,Tablet,New York,35-44,Male,8293,666,1540.55,UID450,14,888.33,0.021,110.04
2024-09-12 14:07:22.323296,Product Launch,Group A,Mobile,New York,18-24,Male,7537,626,939.29,UID255,9,771.34,0.0144,104.37
2024-06-28 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,55-64,Female,7738,385,972.67,UID78,10,897.25,0.026,97.27
2024-08-07 14:07:22.323296,Product Launch,Group B,Tablet,Florida,18-24,Female,8427,426,457.83,UID127,6,545.92,0.0141,76.3
2024-06-18 14:07:22.323296,Product Launch,Group B,Desktop,Illinois,18-24,Female,6030,175,133.65,UID107,2,171.17,0.0114,66.82
2024-07-23 14:07:22.323296,Product Launch,Group A,Mobile,California,55-64,Female,2902,89,425.5,UID458,2,223.69,0.0225,212.75
2024-08-25 14:07:22.323296,Product Launch,Group C,Tablet,New York,25-34,Female,2379,105,142.52,UID254,1,84.44,0.0095,142.52
2024-07-09 14:07:22.323296,Brand Awareness,Group B,Desktop,Florida,35-44,Male,7557,260,384.13,UID137,5,223.66,0.0192,76.83
2024-08-30 14:07:22.323296,Holiday Sale,Group C,Tablet,Illinois,35-44,Male,763,45,29.84,UID41,0,0.0,0.0,0.0
2024-07-16 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,18-24,Female,6897,442,399.63,UID200,6,436.68,0.0136,66.6
2024-08-12 14:07:22.323296,Brand Awareness,Group B,Desktop,Texas,55-64,Male,10963,123,436.24,UID73,3,346.34,0.0244,145.41
2024-08-16 14:07:22.323296,Brand Awareness,Group C,Desktop,Illinois,45-54,Male,5918,253,370.23,UID380,6,806.12,0.0237,61.71
2024-07-22 14:07:22.323296,Holiday Sale,Group B,Tablet,Florida,25-34,Male,6873,276,258.19,UID43,4,320.47,0.0145,64.55
2024-08-06 14:07:22.323296,Product Launch,Group B,Desktop,Texas,18-24,Male,1957,61,73.06,UID65,0,0.0,0.0,0.0
2024-08-20 14:07:22.323296,Product Launch,Group B,Mobile,Florida,35-44,Female,9880,280,493.85,UID321,6,563.01,0.0214,82.31
2024-07-12 14:07:22.323296,Holiday Sale,Group C,Mobile,Florida,55-64,Female,11140,199,250.28,UID476,4,356.24,0.0201,62.57
